title,platform,genre,developer,publisher,image
Super Street Fighter II: The New Challengers,Super Nintendo Entertainment System,Fighting,Capcom,Capcom,https://www.giantbomb.com/a/uploads/square_avatar/12/121177/1748664-super_street_fighter_ii__flyer_.jpg
Super Street Fighter IV,Xbox 360,Fighting,Capcom,Capcom,https://www.giantbomb.com/a/uploads/square_avatar/8/87790/1832165-box_ssf4.png
Super Thunder Blade,Genesis,Action,Sega,Sega,https://www.giantbomb.com/a/uploads/square_avatar/2/20737/762396-super_thunder_blade.jpg
Superman,Atari 2600,Action,Atari,"Sears, Roebuck and Co.",https://www.giantbomb.com/a/uploads/square_avatar/9/93770/2367838-a2600_superman.jpg
Superman,Nintendo 64,Action,"Titus Interactive, S.A.","Titus Interactive, S.A.",https://www.giantbomb.com/a/uploads/square_avatar/8/87790/1803982-box_sman64.png
Surround,Atari 2600,Action,Atari,"Sears, Roebuck and Co.",https://www.giantbomb.com/a/uploads/square_avatar/1/11164/1344814-surround.jpg
Survival Run,Atari 2600,Action,Milton Bradley Co.,Milton Bradley Co.,https://www.giantbomb.com/a/uploads/square_avatar/0/8273/693704-1126756876_00.png
Sword of Vermilion,Genesis,Role-Playing,SEGA-AM2,Sega,https://www.giantbomb.com/a/uploads/square_avatar/9/93770/2374605-genesis_swordofvermillion.jpg
SwordQuest: EarthWorld,Atari 2600,Action,Atari,Atari,https://www.giantbomb.com/a/uploads/square_avatar/9/93770/2367839-a2600_swordquestearthworld_2.jpg
SwordQuest: FireWorld,Atari 2600,Adventure,Atari,Atari,https://www.giantbomb.com/a/uploads/square_avatar/1/14206/966437-sus.jpg
Swords and Serpents,Nintendo Entertainment System,Role-Playing,Interplay Entertainment Corp.,"Acclaim Entertainment, Inc.",https://www.giantbomb.com/a/uploads/square_avatar/9/93770/2362283-nes_swordsandserpents.jpg
Syberia,Xbox,Adventure,Microïds,Microïds,https://www.giantbomb.com/a/uploads/square_avatar/1/15035/639770-syberiaboxart.jpg
Syphon Filter,PlayStation,Action,Bend Game Studio,Sony Interactive Entertainment America,https://www.giantbomb.com/a/uploads/square_avatar/8/87790/2154881-box_sfilter.png
Taboo: The Sixth Sense,Nintendo Entertainment System,Simulation,"Rare, Ltd.","Tradewest, Inc.",https://www.giantbomb.com/a/uploads/square_avatar/9/93770/2362288-nes_taboo.jpg
Tactics Ogre: Reborn,Nintendo Switch,Strategy,Square Enix,Square Enix,https://www.giantbomb.com/a/uploads/square_avatar/33/338034/3396951-5301406584-Game-.jpg
Takin It to the Hoop,TurboGrafx-16,Basketball,Aicom Corporation,"NEC Technologies, Inc.",https://www.giantbomb.com/a/uploads/square_avatar/9/93770/1790459-takin__it_to_the_hoop__u_.jpg
Tales of Destiny,PlayStation,Action,Wolf Team,Namco,https://www.giantbomb.com/a/uploads/square_avatar/8/87790/1837510-box_tod.png
Tales of Symphonia (Player's Choice),GameCube,Action,Namco Tales Studio Ltd.,Nintendo,https://www.giantbomb.com/a/uploads/square_avatar/8/87790/1837515-box_tos.png
Tamagotchi,Game Boy,Simulation,"Bandai Co., Ltd.","Bandai America, Inc.",https://www.giantbomb.com/a/uploads/square_avatar/8/87790/2405689-box_tgb.png
Tao's Adventure: Curse of the Demon Seal,Nintendo DS,Role-Playing,Konami,Konami,https://www.giantbomb.com/a/uploads/square_avatar/0/238/547297-tao_logo.jpg
Task Force Harrier EX,Genesis,Shoot 'Em Up,"Jorudan Co., Ltd.",Treco,https://www.giantbomb.com/a/uploads/square_avatar/1/16721/1301754-taskforceharriercover.jpg
TechnoClash,Genesis,Action,"BlueSky Software, Inc.",Electronic Arts,https://www.giantbomb.com/a/uploads/square_avatar/9/93770/2389484-genesis_technoclash.jpg
Tecmo Baseball,Nintendo Entertainment System,Sports,Tecmo,Tecmo,https://www.giantbomb.com/a/uploads/square_avatar/0/3413/206293-tecmo_baseball.jpg
Tecmo Bowl,Nintendo Entertainment System,Football,Tecmo,Tecmo,https://www.giantbomb.com/a/uploads/square_avatar/13/139866/2696307-9840273512-41002.jpg
Tecmo Super Bowl,Nintendo Entertainment System,Football,Tecmo,Tecmo,https://www.giantbomb.com/a/uploads/square_avatar/9/93770/2362295-nes_tecmosuperbowl.jpg
Teenage Mutant Hero Turtles II: The Arcade Game,Nintendo Entertainment System,Brawler,Konami,Konami,https://www.giantbomb.com/a/uploads/square_avatar/10/103881/2982786-tmnt%20arcade%20flyer%20front.jpg
Teenage Mutant Ninja Turtles,GameCube,Brawler,Konami,Konami,https://www.giantbomb.com/a/uploads/square_avatar/8/87790/1797241-box_tmnt.png
Teenage Mutant Ninja Turtles,Nintendo Entertainment System,Action,Konami,Ultra Games,https://www.giantbomb.com/a/uploads/square_avatar/9/93770/2362300-nes_tmnt.jpg
Teenage Mutant Ninja Turtles 2: The Manhattan Project,Nintendo Entertainment System,Brawler,Konami,Konami,https://www.giantbomb.com/a/uploads/square_avatar/9/93770/2362301-nes_tmntiiithemanhattanproject.jpg
Teenage Mutant Ninja Turtles IV: Turtles in Time,Super Nintendo Entertainment System,Brawler,Konami,Konami,https://www.giantbomb.com/a/uploads/square_avatar/9/93770/2364665-snes_tmnt4turtlesintime.jpg
Teenage Mutant Ninja Turtles: Fall of the Foot Clan,Game Boy,Action,Konami,Ultra Games,https://www.giantbomb.com/a/uploads/square_avatar/0/8169/758641-teenage_mutant_ninja_turtles___fall_of_the_foot_clan_coverart.png
Teenage Mutant Ninja Turtles: The HyperStone Heist,Genesis,Brawler,Konami,Konami,https://www.giantbomb.com/a/uploads/square_avatar/9/93770/2389531-genesis_tmnthyperstoneheist.jpg
Teenage Mutant Ninja Turtles: Tournament Fighters,Super Nintendo Entertainment System,Fighting,Konami,Konami,https://www.giantbomb.com/a/uploads/square_avatar/9/93770/2364663-snes_tmnttournamentfighters.jpg
Tekken 6,Xbox 360,Fighting,Bandai Namco Entertainment,Bandai Namco Entertainment,https://www.giantbomb.com/a/uploads/square_avatar/1/12541/3029357-cropped.jpg
Teleroboxer,Virtual Boy,Boxing,Nintendo,Nintendo,https://www.giantbomb.com/a/uploads/square_avatar/0/5150/1424610-teleroboxer.jpg
Tenchu: Shadow Assassins,Wii,Action-Adventure,Acquire,Ubisoft Entertainment,https://www.giantbomb.com/a/uploads/square_avatar/3/34651/1811078-tenchu4psp.jpg
Tennis,Atari 2600,Simulation,Activision,Activision,https://www.giantbomb.com/a/uploads/square_avatar/1/13692/1365702-b5kall6t.png
Tesserae,Game Gear,Strategy,Eurocom Entertainment Software,"GameTek, Inc.",https://www.giantbomb.com/a/uploads/square_avatar/0/5822/407237-tesserae.jpg
Tetris,Game Boy,Puzzle,AcademySoft,Nintendo,https://www.giantbomb.com/a/uploads/square_avatar/9/93770/2362306-nes_tetris.jpg
Tetris,Nintendo Entertainment System,Puzzle,Nintendo,Nintendo,https://www.giantbomb.com/a/uploads/square_avatar/9/93770/2362306-nes_tetris.jpg
Tetris 2,Super Nintendo Entertainment System,Strategy,"TOSE Co., Ltd.",Nintendo,https://www.giantbomb.com/a/uploads/square_avatar/9/93770/2362304-nes_tetris2_2.jpg
Tetris Attack,Game Boy,Puzzle,"Intelligent Systems Co., Ltd.",Nintendo,https://www.giantbomb.com/a/uploads/square_avatar/0/7465/782521-tetris_attack_box_art.jpg
Tetris Party Deluxe,Wii,Puzzle,"Tetris Online, Inc",Majesco Entertainment,https://www.giantbomb.com/a/uploads/square_avatar/8/87790/2266551-box_tpd.png
Tetris Worlds,Game Boy Advance,Strategy,Radical Entertainment Inc.,THQ,https://www.giantbomb.com/a/uploads/square_avatar/8/87790/2266548-box_tetriswld.png
The Adventures of Batman & Robin,Super Nintendo Entertainment System,Action,Konami,Konami,https://www.giantbomb.com/a/uploads/square_avatar/8/87790/2329202-box_taobar.png
The Adventures of Batman and Robin,Genesis,Action,Clockwork Tortoise Inc.,Sega,https://www.giantbomb.com/a/uploads/square_avatar/8/87790/2329202-box_taobar.png
The Adventures of Bayou Billy,Nintendo Entertainment System,Action,Konami,Konami,https://www.giantbomb.com/a/uploads/square_avatar/9/93770/2361120-nes_adventuresofbayoubilly.jpg
The Amazing Spider-Man,Game Boy,Action,"Rare, Ltd.",LJN,https://www.giantbomb.com/a/uploads/square_avatar/2/21226/821697-spiderman.png
The Attack,TI-99/4A,Shooter,Milton Bradley Co.,Texas Instruments,https://www.giantbomb.com/a/uploads/square_avatar/0/1992/279668-scan0001.jpg
The Beatles: Rock Band (Limited Edition Premium Bundle),Xbox 360,Music/Rhythm,"Harmonix Music Systems, Inc.",Electronic Arts,https://www.giantbomb.com/a/uploads/square_avatar/8/87790/1891338-box_beatlesrb.png
The Bugs Bunny Birthday Blowout,Nintendo Entertainment System,Adventure,Kemco,Kemco,https://www.giantbomb.com/a/uploads/square_avatar/0/5911/833001-bugs_bunny_birthday_blowout.jpg
The Bugs Bunny Crazy Castle,Game Boy,Action,Kemco,Kemco,https://www.giantbomb.com/a/uploads/square_avatar/9/93770/2361190-nes_bugsbunnyincrazycastle.jpg
The Bugs Bunny Crazy Castle,Nintendo Entertainment System,Action,Kemco,Kemco,https://www.giantbomb.com/a/uploads/square_avatar/9/93770/2361190-nes_bugsbunnyincrazycastle.jpg
The Bugs Bunny Crazy Castle 2,Game Boy,Action,Kemco,Kemco,https://www.giantbomb.com/a/uploads/square_avatar/8/87790/2280548-box_cc2.png
The Bureau: XCOM Declassified,PlayStation 3,Action,2K Marin,2K Games,https://www.giantbomb.com/a/uploads/square_avatar/8/82063/2577284-bureauxcom.jpg
The Castlevania Adventure,Game Boy,Action,Konami,Konami,https://www.giantbomb.com/a/uploads/square_avatar/8/87790/1773385-box_cvta.png
The Chessmaster,Game Gear,Strategy,The Software Toolworks,"Hi-Tech Expressions, Inc.",https://www.giantbomb.com/a/uploads/square_avatar/9/93770/2371414-chessmaster_fr_ntsc.png
The Chessmaster,Nintendo Entertainment System,Strategy,The Software Toolworks,"Hi-Tech Expressions, Inc.",https://www.giantbomb.com/a/uploads/square_avatar/9/93770/2371414-chessmaster_fr_ntsc.png
The Chronicles of Riddick: Escape from Butcher Bay,Xbox,First-Person Shooter,Starbreeze Studios AB,Vivendi Games,https://www.giantbomb.com/a/uploads/square_avatar/9/93770/2309067-cropped.png
The Combatribes,Super Nintendo Entertainment System,Action,Technos Japan Corp.,Technos Japan Corp.,https://www.giantbomb.com/a/uploads/square_avatar/0/7465/1763307-588261_40165_front.jpg
The Death and Return of Superman,Super Nintendo Entertainment System,Brawler,Blizzard Entertainment,SUNSOFT,https://www.giantbomb.com/a/uploads/square_avatar/9/93770/2370540-genesis_returnofsuperman_eu_cropped.jpg
The Elder Scrolls V: Skyrim,Nintendo Switch,Role-Playing,Bethesda Softworks,Bethesda Game Studios,https://www.giantbomb.com/a/uploads/square_avatar/0/3661/1895988-skyrim.png
The Elder Scrolls V: Skyrim,Xbox 360,Role-Playing,Bethesda Softworks,Bethesda Softworks,https://www.giantbomb.com/a/uploads/square_avatar/0/3661/1895988-skyrim.png
The Flintstones: The Rescue of Dino & Hoppy,Nintendo Entertainment System,Action,Taito Corporation,Nintendo,https://www.giantbomb.com/a/uploads/square_avatar/9/93770/2361741-nes_flintstonestherescueofdinoandhoppy.jpg
The Flintstones: The Surprise at Dinosaur Peak!,Nintendo Entertainment System,Action,Sol,Taito Corporation,https://www.giantbomb.com/a/uploads/square_avatar/9/93770/2361742-nes_flintstonessurpriseatdinosaurpeak_eu.jpg
The Goonies II,Nintendo Entertainment System,Platformer,Konami,Konami,https://www.giantbomb.com/a/uploads/square_avatar/9/93770/2361767-nes_goonies2.jpg
The Horde,Saturn,Action,Toys for Bob,"Crystal Dynamics, Inc.",https://www.giantbomb.com/a/uploads/square_avatar/9/93770/2365952-3do_thehorde.jpg
The House of the Dead 2,Dreamcast,Action,Sega,Empire Interactive Entertainment,https://www.giantbomb.com/a/uploads/square_avatar/8/87790/1790007-box_hotd2.png
The House of the Dead 2 & 3 Return,Wii,Light-Gun Shooter,Sega,Sega,https://www.giantbomb.com/a/uploads/square_avatar/0/4865/196974-ss.jpg
The Immortal,Genesis,Action-Adventure,Sandcastle,Electronic Arts,https://www.giantbomb.com/a/uploads/square_avatar/9/93770/2370641-genesis_immortal.jpg
The Immortal,Nintendo Entertainment System,Action-Adventure,Sandcastle,Electronic Arts,https://www.giantbomb.com/a/uploads/square_avatar/9/93770/2370641-genesis_immortal.jpg
The Incredible Hulk,Super Nintendo Entertainment System,Action,Probe Entertainment,U.S. Gold Ltd.,https://www.giantbomb.com/a/uploads/square_avatar/9/93770/2370653-genesis_theincrediblehulk.jpg
The Incredible Hulk: Ultimate Destruction,PlayStation 2,Brawler,Radical Entertainment Inc.,Sierra,https://www.giantbomb.com/a/uploads/square_avatar/8/87790/2280526-box_tihud.png
The Incredibles,PlayStation 2,Action,Heavy Iron Studios,Noviy Disk,https://www.giantbomb.com/a/uploads/square_avatar/8/87790/2284719-box_ti.png
The King of Dragons,Super Nintendo Entertainment System,Role-Playing,Prism Kikaku,Capcom,https://www.giantbomb.com/a/uploads/square_avatar/9/93770/2363902-snes_kingofdragons.jpg
The King of Fighters: Dream Match 1999,Dreamcast,Action,SNK,SNK,https://www.giantbomb.com/a/uploads/square_avatar/0/1617/271328-kofdream99.jpg
The Krion Conquest,Nintendo Entertainment System,Action,Vic Tokai,Vic Tokai,https://www.giantbomb.com/a/uploads/square_avatar/9/93770/2361932-nes_krionconquest.jpg
The Last of Us,PlayStation 3,Shooter,"Naughty Dog, Inc.",Sony Interactive Entertainment America,https://www.giantbomb.com/a/uploads/square_avatar/9/93770/2419553-397060_386577108098888_427807760_n.jpg
The Legend of Dragoon,PlayStation,Role-Playing,Sony Interactive Entertainment,Sony Interactive Entertainment America,https://www.giantbomb.com/a/uploads/square_avatar/8/87790/2199375-box_tlod.png
The Legend of Kage,Nintendo Entertainment System,Action,"TOSE Co., Ltd.",Taito Corporation,https://www.giantbomb.com/a/uploads/square_avatar/9/93770/2361958-nes_legendofkage.jpg
The Legend of Oasis,Saturn,Action,Ancient,Sega,https://www.giantbomb.com/a/uploads/square_avatar/9/97089/2309052-untitled.png
The Legend of the Mystical Ninja,Super Nintendo Entertainment System,Action,Konami,Konami,https://www.giantbomb.com/a/uploads/square_avatar/9/93770/2363924-snes_legendofthemysticalninja.jpg
The Legend of Zelda: A Link to the Past,Super Nintendo Entertainment System,Action-Adventure,Nintendo,Nintendo,https://www.giantbomb.com/a/uploads/square_avatar/8/82063/2831954-legend_of_zelda_3_-_snes_-_album_art.jpg
The Legend of Zelda: Breath of the Wild,Nintendo Switch,Action-Adventure,Nintendo EPD,Nintendo,https://www.giantbomb.com/a/uploads/square_avatar/0/3699/2920687-the%20legend%20of%20zelda%20-%20breath%20of%20the%20wild%20v7.jpg
The Legend of Zelda: Collector's Edition,GameCube,Compilation,Nintendo Software Technology Corporation,Nintendo,https://www.giantbomb.com/a/uploads/square_avatar/1/12813/777595-919239_52155_front.jpg
The Legend of Zelda: Link's Awakening,Game Boy,Action-Adventure,Nintendo EAD,Nintendo,https://www.giantbomb.com/a/uploads/square_avatar/8/82063/2267401-zla.jpg
The Legend of Zelda: Link's Awakening,Nintendo Switch,Action-Adventure,Grezzo,Nintendo,https://www.giantbomb.com/a/uploads/square_avatar/8/82063/3124242-lahd.jpg
The Legend of Zelda: Majora's Mask (Collector's Edition),Nintendo 64,Action-Adventure,Nintendo EAD,Nintendo,https://www.giantbomb.com/a/uploads/square_avatar/8/87790/2204861-box_tlozmm.png
The Legend of Zelda: Oracle of Ages,Game Boy Color,Action-Adventure,"Flagship Co., Ltd.",Nintendo,https://www.giantbomb.com/a/uploads/square_avatar/8/82063/2267400-236106-zelda_ooa.jpg
The Legend of Zelda: Oracle of Seasons,Game Boy Color,Action-Adventure,Capcom,Nintendo,https://www.giantbomb.com/a/uploads/square_avatar/8/82063/2267399-236040-zelda_oos.jpg
The Legend of Zelda: Skyward Sword (Limited Music CD Edition),Wii,Action-Adventure,Nintendo EAD,Nintendo,https://www.giantbomb.com/a/uploads/square_avatar/8/82063/2338815-skywardcolor.jpg
The Legend of Zelda: The Wind Waker,GameCube,Action-Adventure,Nintendo EAD,Nintendo,https://www.giantbomb.com/a/uploads/square_avatar/8/82063/2609768-lozww.jpg
The Legend of Zelda: Twilight Princess,Wii,Action-Adventure,Nintendo EAD,Nintendo,https://www.giantbomb.com/a/uploads/square_avatar/8/82063/2815706-tpgcnclean.jpg
The Legendary Axe,TurboGrafx-16,Action,"Victor Interactive Software, Inc.","NEC Home Electronics, Ltd.",https://www.giantbomb.com/a/uploads/square_avatar/9/93770/2365550-tg16_legendaryaxe_2.jpg
The Lord of the Rings: The Return of the King,Xbox,Action,Griptonite Games,Electronic Arts,https://www.giantbomb.com/a/uploads/square_avatar/8/87790/2115765-box_lotrtrotk.png
The Lost Files of Sherlock Holmes,3DO,Adventure,Electronic Arts,Electronic Arts,https://www.giantbomb.com/a/uploads/square_avatar/0/9408/721024-6893_boxshot_lost_files_of_sherlock_holmes___the_case_of_serrated_scalpel.jpg
The Lost Vikings,Super Nintendo Entertainment System,Strategy,Blizzard Entertainment,Interplay Entertainment Corp.,https://www.giantbomb.com/a/uploads/square_avatar/9/93770/2363935-snes_lostvikings_2.jpg
The Mafat Conspiracy,Nintendo Entertainment System,Action,Vic Tokai,Vic Tokai,https://www.giantbomb.com/a/uploads/square_avatar/9/93770/2361768-nes_golgomafatconspiracy.jpg
The Magic of Scheherazade,Nintendo Entertainment System,Role-Playing,Culture Brain Inc.,Culture Brain Inc.,https://www.giantbomb.com/a/uploads/square_avatar/9/93770/2362026-nes_magicofscheherazade.jpg
The Magical Quest Starring Mickey Mouse,Super Nintendo Entertainment System,Platformer,Capcom,Capcom,https://www.giantbomb.com/a/uploads/square_avatar/8/87790/2543322-box_tmqsmm.png
The Majors: Pro Baseball,Game Gear,Baseball,Sega,Sega,https://www.giantbomb.com/a/uploads/square_avatar/8/89420/1348933-majors_pro_baseball_box_art.jpg
The Need for Speed,3DO,Driving/Racing,EA Canada,Electronic Arts,https://www.giantbomb.com/a/uploads/square_avatar/8/87790/2115782-box_tnfs.png
The New York Times Crosswords,Nintendo DS,Puzzle,Budcat Creations,Majesco Entertainment,https://www.giantbomb.com/a/uploads/square_avatar/0/561/214102-the_new_york_times_crosswords.jpg
The Ninja,Sega Master System,Action,Sega,Sega,https://www.giantbomb.com/a/uploads/square_avatar/9/93770/2362961-sms_theninja_2.jpg
The Operative: No One Lives Forever,PlayStation 2,Action,"Monolith Productions, Inc.",Sierra,https://www.giantbomb.com/a/uploads/square_avatar/0/2130/625459-nolf1.jpg
The Outer Worlds,Nintendo Switch,Role-Playing,Obsidian Entertainment,Private Division,https://www.giantbomb.com/a/uploads/square_avatar/8/87790/3106947-box_tow.png
The Peace Keepers,Super Nintendo Entertainment System,Brawler,Jaleco Ltd.,Jaleco Ltd.,https://www.giantbomb.com/a/uploads/square_avatar/9/93770/2364532-snes_thepeacekeepers.jpg
The Punisher,Nintendo Entertainment System,Shooter,Beam Software,LJN,https://www.giantbomb.com/a/uploads/square_avatar/9/93770/2362132-nes_thepunisher.jpg
The Ren & Stimpy Show: Space Cadet Adventures,Game Boy,Action,Imagineering Inc.,Nintendo,https://www.giantbomb.com/a/uploads/square_avatar/0/6087/787365-r_s_sca_fc.jpg
The Saboteur,Xbox 360,Shooter,Pandemic Studios,EA Games,https://www.giantbomb.com/a/uploads/square_avatar/9/93770/2392112-the_saboteur_01_artwork.jpg
The Simpsons: Bart vs. the Space Mutants,Nintendo Entertainment System,Action,Imagineering Inc.,"Acclaim Entertainment, Inc.",https://www.giantbomb.com/a/uploads/square_avatar/8/87790/3325727-box_tsbvtsm.png
The Simpsons: Bart vs. the World,Nintendo Entertainment System,Action,Arc Developments,"Acclaim Entertainment, Inc.",https://www.giantbomb.com/a/uploads/square_avatar/8/87790/3325725-box_tsbvtw.png
The Simpsons: Bartman Meets Radioactive Man,Nintendo Entertainment System,Action,Imagineering Inc.,"Acclaim Entertainment, Inc.",https://www.giantbomb.com/a/uploads/square_avatar/8/87790/3325720-box_tsbmrm.png
The Simpsons: Hit & Run,Xbox,Driving/Racing,Radical Entertainment Inc.,Sierra,https://www.giantbomb.com/a/uploads/square_avatar/8/87790/2276098-box_tshar.png
The SpongeBob SquarePants Movie,PlayStation 2,Action,Heavy Iron Studios,THQ,https://www.giantbomb.com/a/uploads/square_avatar/8/87790/2285750-box_tssm.png
The Terminator: Dawn of Fate,Xbox,Action,Paradigm Entertainment Inc.,Atari SA,https://www.giantbomb.com/a/uploads/square_avatar/8/87790/1796149-box_termdof.png
The Tick,Genesis,Brawler,Acclaim Studios Manchester,Fox Interactive,https://www.giantbomb.com/a/uploads/square_avatar/8/87790/2980927-box_tick.png
The Uncanny X-Men,Nintendo Entertainment System,Action,,LJN,https://www.giantbomb.com/a/uploads/square_avatar/9/93770/2362341-nes_xmen.jpg
The Witcher 2: Assassins of Kings - Enhanced Edition,Xbox 360,Role-Playing,CD Projekt Red,WB Games,https://www.giantbomb.com/a/uploads/square_avatar/8/82063/2558583-w2clean.jpg
The Witcher 3: Wild Hunt - Complete Edition (Digital),Nintendo Switch,Role-Playing,CD Projekt Red,CD Projekt Red,https://www.giantbomb.com/a/uploads/square_avatar/0/3699/2945734-the%20witcher%203%20-%20wild%20hunt.jpg
The Young Indiana Jones Chronicles,Nintendo Entertainment System,Action,Jaleco Ltd.,Jaleco Ltd.,https://www.giantbomb.com/a/uploads/square_avatar/9/93770/2362638-nes_youngindianajoneschronicles.jpg
Thunder Force II,Genesis,Shoot 'Em Up,TecnoSoft,Sega,https://www.giantbomb.com/a/uploads/square_avatar/9/93770/2389518-genesis_thunderforceii.jpg
Thunder Spirits,Super Nintendo Entertainment System,Shoot 'Em Up,Toshiba-EMI Ltd.,Seika Corporation,https://www.giantbomb.com/a/uploads/square_avatar/9/93770/2364660-snes_thunderspirits_2.jpg
TI Invaders,TI-99/4A,Action,Texas Instruments,Texas Instruments,https://www.giantbomb.com/a/uploads/square_avatar/0/1992/301922-scan0010.jpg
Time Crisis,PlayStation,Action,Namco,Sony Interactive Entertainment Europe,https://www.giantbomb.com/a/uploads/square_avatar/8/87790/1832171-box_tcrisis.png
Time Lord,Nintendo Entertainment System,Action,"Rare, Ltd.",Milton Bradley Co.,https://www.giantbomb.com/a/uploads/square_avatar/9/93770/2362312-nes_timelord.jpg
Tiny Toon Adventures,Nintendo Entertainment System,Action,Konami,Konami,https://www.giantbomb.com/a/uploads/square_avatar/9/93770/2362314-nes_tinytoonadventures.jpg
Tiny Toon Adventures 2: Trouble in Wackyland,Nintendo Entertainment System,Action,Playtronic Industrial Ltda.,Konami,https://www.giantbomb.com/a/uploads/square_avatar/9/93770/2362315-nes_tinytoonadventures2.jpg
Tiny Toon Adventures: Buster Busts Loose!,Super Nintendo Entertainment System,Action,Konami,Konami,https://www.giantbomb.com/a/uploads/square_avatar/9/93770/2364661-snes_tinytoonadventuresbusterbustsloose.jpg
Titanfall,Xbox 360,First-Person Shooter,Respawn Entertainment,Electronic Arts,https://www.giantbomb.com/a/uploads/square_avatar/8/87790/2615944-box_tf.jpg
Title Match Pro Wrestling,Atari 2600,Wrestling,Absolute Entertainment,Absolute Entertainment,https://www.giantbomb.com/a/uploads/square_avatar/0/4527/1741884-1.jpg
TMNT: Mutant Melee,Xbox,Action,"Konami Computer Entertainment Hawaii, Inc.",Konami,https://www.giantbomb.com/a/uploads/square_avatar/8/87790/2285738-box_tmntmm.png
TNN Outdoors Bass Tournament '96,Genesis,Fishing,Imagitec Design Inc.,American Softworks Corporation,https://www.giantbomb.com/a/uploads/square_avatar/9/93770/2371921-genesis_basstournament96.jpg
Todd McFarlane's Spawn: The Video Game,Super Nintendo Entertainment System,Brawler,"Ukiyotei Company, Ltd.","Acclaim Entertainment, Inc.",https://www.giantbomb.com/a/uploads/square_avatar/9/93770/2364779-snes_toddmcfarlanesspawnthevideogame.jpg
ToeJam & Earl,Genesis,Action-Adventure,Johnson-Voorsanger Productions,Sega,https://www.giantbomb.com/a/uploads/square_avatar/8/87790/2582058-box_tjae.png
Tom Clancy's Ghost Recon: Advanced Warfighter,Xbox,Action,GRIN,"Frontier Groove, Inc.",https://www.giantbomb.com/a/uploads/square_avatar/8/87790/2215045-box_graw.png
Tom Clancy's Rainbow Six,Nintendo 64,Action,Rebellion,Syscom Entertainment Inc.,https://www.giantbomb.com/a/uploads/square_avatar/4/48222/1085899-rb6box.jpg
Tom Clancy's Splinter Cell,Xbox,Action,Ubisoft Montreal Studios,Ubisoft Entertainment,https://www.giantbomb.com/a/uploads/square_avatar/8/87790/2215085-box_scell.png
Tom Mason's Dinosaurs for Hire,Genesis,Action,SEGA Interactive Development Division,Sega,https://www.giantbomb.com/a/uploads/square_avatar/9/93770/2235736-4hire.png
Tomb Raider,PlayStation,Shooter,Core Design Ltd.,Eidos Interactive,https://www.giantbomb.com/a/uploads/square_avatar/0/2560/217714-tombraiderpccover.jpg
Tomb Raider II,PlayStation,Shooter,Core Design Ltd.,Eidos Interactive,https://www.giantbomb.com/a/uploads/square_avatar/8/87790/1810971-box_traider2.png
Tomb Raider III: Adventures of Lara Croft,PlayStation,Action-Adventure,Core Design Ltd.,Sold Out Sales & Marketing Ltd.,https://www.giantbomb.com/a/uploads/square_avatar/8/87790/1810972-box_traider3.png
Tomb Raider: The Last Revelation,Dreamcast,Shooter,Core Design Ltd.,Sold Out Sales & Marketing Ltd.,https://www.giantbomb.com/a/uploads/square_avatar/8/87790/1810977-box_traidertlr.png
Tomb Raider: The Last Revelation,PlayStation,Shooter,Core Design Ltd.,Sold Out Sales & Marketing Ltd.,https://www.giantbomb.com/a/uploads/square_avatar/8/87790/1810977-box_traidertlr.png
Tombstone City: 21st Century,TI-99/4A,Action,Texas Instruments,Texas Instruments,https://www.giantbomb.com/a/uploads/square_avatar/0/1992/1122044-tombstone.jpg
Tony Hawk's Pro Skater,Nintendo 64,Skateboarding,"Edge of Reality, Ltd.",Activision,https://www.giantbomb.com/a/uploads/square_avatar/1/13158/960712-gb.png
Tony Hawk's Pro Skater 2,Nintendo 64,Skateboarding,Neversoft Entertainment,Activision,https://www.giantbomb.com/a/uploads/square_avatar/8/87790/2269420-box_thps2.png
Tony Hawk's Pro Skater 3,Game Boy Color,Skateboarding,HotGen Ltd.,Activision,https://www.giantbomb.com/a/uploads/square_avatar/8/87790/2106408-box_thps3.png
Tony Hawk's Pro Skater 3,PlayStation 2,Skateboarding,Neversoft Entertainment,Activision,https://www.giantbomb.com/a/uploads/square_avatar/8/87790/2106408-box_thps3.png
Tony Hawk's Pro Skater 4,PlayStation 2,Sports,Neversoft Entertainment,Activision,https://www.giantbomb.com/a/uploads/square_avatar/8/87790/2106409-box_thps4.png
Toobin',Nintendo Entertainment System,Action,Tengen,Tengen,https://www.giantbomb.com/a/uploads/square_avatar/0/1655/2596971-0000.png
Top Angleer: Real Bass Fishing,PlayStation 2,Sports,"Sims Co., Ltd.","Xicat Interactive, Inc.",https://www.giantbomb.com/a/uploads/square_avatar/8/87790/3014329-box_tarbf.png
Top Gear,Super Nintendo Entertainment System,Driving/Racing,Gremlin Interactive Ltd.,Kemco,https://www.giantbomb.com/a/uploads/square_avatar/9/93770/2364677-snes_topgear_2.jpg
Top Gear Rally 2,Nintendo 64,Sports,Saffire Corporation,Kemco,https://www.giantbomb.com/a/uploads/square_avatar/8/87790/2491489-box_tgr2.png
Top Gun,Nintendo Entertainment System,Action,Konami,Konami,https://www.giantbomb.com/a/uploads/square_avatar/9/93770/2362320-nes_topgun.jpg
Top Gun: Fire at Will!,PlayStation,Action,"Spectrum Holobyte, Inc.","Spectrum Holobyte, Inc.",https://www.giantbomb.com/a/uploads/square_avatar/8/87790/2285727-box_tgfaw.png
